Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Spice Bazaar ,10/6/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4699,1.4%,66,54,3550,0,0,80,51,7
Spice Bazaar ,10/7/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7874,1.2%,98,35,3448,10,676,93,54,13
Spice Bazaar ,10/8/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6220,1.6%,102,24,2401,3,4868,64,67,27
Spice Bazaar ,10/9/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7293,1.7%,126,25,3111,14,1932,62,67,3
Spice Bazaar ,10/10/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5898,2.0%,116,52,6021,7,1159,91,47,23
Spice Bazaar ,10/11/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7485,1.4%,103,41,4250,0,0,47,69,20
Spice Bazaar ,10/12/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6934,1.6%,110,12,1313,7,31645,84,69,23
Spice Bazaar ,1/27/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8392,1.7%,147,34,4944,3,28196,103,36,33
Spice Bazaar ,1/28/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6494,1.9%,126,13,1650,3,11765,62,11,20
Spice Bazaar ,1/29/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6083,2.2%,132,48,6355,7,19068,62,67,37
Spice Bazaar ,1/30/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6723,1.5%,103,51,5218,0,0,44,40,17
Spice Bazaar ,1/31/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6871,2.1%,146,47,6812,0,0,52,27,27
Spice Bazaar ,2/1/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5520,1.7%,96,13,1293,7,1642,77,56,27
Spice Bazaar ,2/2/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7093,1.9%,137,16,2253,7,2222,53,71,23
Spice Bazaar ,2/3/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4655,2.2%,102,7,727,3,11833,106,56,0
Spice Bazaar ,2/4/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5676,1.5%,85,43,3702,3,4443,69,20,20
Spice Bazaar ,2/5/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6001,2.2%,129,40,5222,3,12036,80,42,27
Spice Bazaar ,2/6/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7226,2.3%,163,47,7680,14,869,116,69,20
Spice Bazaar ,2/7/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5813,2.1%,125,37,4566,7,2415,76,11,37
Spice Bazaar ,2/8/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5062,2.1%,108,20,2179,0,0,81,45,23
Spice Bazaar ,2/9/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6334,1.6%,104,33,3415,3,14673,82,51,23
Spice Bazaar ,2/10/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5421,1.7%,91,16,1467,10,483,93,49,10
Spice Bazaar ,2/11/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7041,1.8%,128,32,4069,7,3284,42,16,20
Spice Bazaar ,2/12/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7015,1.7%,118,10,1236,0,0,52,11,33
Spice Bazaar ,2/13/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8373,1.8%,151,28,4300,3,3574,57,62,37
Spice Bazaar ,2/14/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8706,2.1%,181,47,8516,3,1739,76,65,37
Spice Bazaar ,2/15/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5768,1.9%,111,25,2815,7,7167,49,22,30
Spice Bazaar ,2/16/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5768,2.2%,124,29,3625,0,0,58,80,27
Spice Bazaar ,2/17/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7444,2.2%,165,16,2722,0,0,84,67,10
Spice Bazaar ,2/18/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8044,1.8%,143,54,7675,3,1063,48,45,10
Spice Bazaar ,2/19/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6730,2.2%,147,22,3305,7,4260,68,67,20
Spice Bazaar ,11/6/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4936,2.0%,97,28,2734,3,1256,62,62,33
Spice Bazaar ,11/7/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8517,1.9%,159,28,4391,7,3767,85,71,30
Spice Bazaar ,11/8/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7755,1.6%,126,29,3681,0,0,49,36,20
Spice Bazaar ,11/9/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6867,2.1%,142,21,2986,10,4830,84,78,10
Spice Bazaar ,11/10/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8469,1.7%,142,6,853,7,3574,95,47,7
Spice Bazaar ,11/11/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5976,2.1%,124,30,3711,10,1449,79,54,27
Spice Bazaar ,11/12/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7437,2.0%,147,39,5713,17,386,43,69,30
Spice Bazaar ,12/26/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5206,1.9%,96,41,3929,7,1546,63,58,20
Spice Bazaar ,12/27/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7152,2.2%,160,38,6092,10,6288,112,74,20
Spice Bazaar ,12/28/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6989,1.7%,120,4,494,10,3284,76,67,27
Spice Bazaar ,12/29/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7248,1.5%,111,24,2709,14,4801,121,71,7
Spice Bazaar ,12/30/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7522,2.0%,151,25,3842,10,1159,107,20,10
Spice Bazaar ,12/31/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7511,1.6%,120,24,2840,10,4733,63,60,10
Spice Bazaar ,11/17/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6046,2.1%,127,13,1708,17,5274,85,33,23
Spice Bazaar ,11/18/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7522,1.6%,117,27,3115,7,1932,80,33,30
Spice Bazaar ,11/19/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7900,1.6%,129,13,1694,14,2318,77,56,3
Spice Bazaar ,11/20/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5757,1.6%,90,31,2787,17,17377,58,25,0
Spice Bazaar ,11/21/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7356,1.5%,112,7,798,7,8790,106,18,40
Spice Bazaar ,11/22/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8025,2.1%,170,25,4265,3,12780,85,27,17
Spice Bazaar ,11/23/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6360,1.9%,123,13,1662,7,3188,63,18,23
Spice Bazaar ,11/24/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4877,2.4%,115,32,3714,14,4868,34,29,13
Spice Bazaar ,11/25/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5668,2.0%,116,31,3637,3,4250,57,87,17
Spice Bazaar ,11/26/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6523,1.6%,102,24,2453,10,10886,54,40,10
Spice Bazaar ,11/27/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7060,1.5%,106,34,3652,10,5023,89,65,37
Spice Bazaar ,11/28/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5169,1.4%,72,31,2206,10,2222,79,49,13
Spice Bazaar ,11/29/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5731,1.3%,75,9,704,17,3864,106,29,7
Spice Bazaar ,11/30/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7012,1.8%,129,39,4970,14,22111,97,38,37
Spice Bazaar ,12/1/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6712,2.2%,150,42,6334,21,5342,97,67,27
Spice Bazaar ,12/2/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5317,2.2%,115,28,3256,10,4868,53,65,20
Spice Bazaar ,12/5/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5106,2.0%,104,27,2754,17,6694,79,71,13
Spice Bazaar ,12/6/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6198,2.2%,134,45,5973,21,21570,55,71,33
Spice Bazaar ,12/7/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7174,2.0%,143,7,965,7,5477,108,89,27
Spice Bazaar ,12/8/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7629,1.7%,133,35,4615,10,4154,91,51,13
Spice Bazaar ,12/9/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6886,1.9%,131,50,6583,10,11022,39,62,3
Spice Bazaar ,12/10/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5395,1.9%,102,9,918,7,3188,74,85,20
Spice Bazaar ,12/11/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7337,1.6%,114,9,984,17,5892,50,78,0
Spice Bazaar ,12/12/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7222,2.0%,147,41,6068,17,5892,64,38,3
Spice Bazaar ,12/13/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8014,1.7%,139,9,1251,17,7844,82,18,7
Spice Bazaar ,12/14/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5916,1.6%,94,25,2397,21,966,73,18,23
Spice Bazaar ,12/15/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7037,1.4%,99,9,886,10,5747,86,49,30
Spice Bazaar ,12/16/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4888,1.8%,86,25,2190,10,16228,96,27,7
Spice Bazaar ,12/17/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4877,1.4%,68,46,3146,10,2415,75,69,23
Spice Bazaar ,12/18/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6856,2.2%,152,4,684,10,6965,86,31,30
Spice Bazaar ,12/19/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8188,1.4%,116,42,4892,17,13591,111,85,27
Spice Bazaar ,12/20/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7008,2.0%,141,42,5982,10,1835,76,56,20
Spice Bazaar ,12/21/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7611,2.0%,149,32,4807,14,6356,69,47,27
Spice Bazaar ,12/22/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7356,2.1%,155,24,3714,7,16228,68,29,30
Spice Bazaar ,12/23/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7600,1.5%,113,22,2545,7,22246,97,18,33
Festival Delight,3/24/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6502,1.9%,123,46,5639,21,4637,22,31,20
Festival Delight,3/25/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7030,2.2%,155,14,2139,10,2705,31,16,23
Festival Delight,3/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5870,2.3%,134,39,5151,10,11224,37,51,10
Festival Delight,3/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6488,2.3%,151,43,6538,10,13591,44,2,23
Festival Delight,3/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4755,2.1%,102,33,3316,7,3960,58,20,20
Festival Delight,3/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6460,2.1%,138,20,2782,7,4540,60,36,20
Festival Delight,3/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7075,1.4%,101,34,3431,3,1739,41,47,3
Festival Delight,3/31/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5990,2.3%,136,38,5179,3,97,34,20,27
Festival Delight,4/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4542,2.5%,112,9,960,3,4154,60,27,20
Festival Delight,4/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7369,1.8%,131,35,4544,0,0,63,31,7
Festival Delight,4/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6775,1.9%,125,8,1032,14,2318,17,7,30
Festival Delight,4/4/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6844,1.9%,127,31,3957,14,11495,31,33,23
Festival Delight,4/5/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5395,1.4%,73,6,411,10,966,54,47,10
Festival Delight,4/6/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5480,2.3%,128,21,2644,7,7167,54,45,27
Festival Delight,4/7/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6254,2.3%,146,33,4750,7,10210,70,27,23
Festival Delight,4/8/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7325,1.7%,127,34,4260,17,1932,53,4,27
Festival Delight,1/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5287,2.1%,113,42,4746,17,19338,59,45,13
Festival Delight,1/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7031,1.9%,130,5,633,10,15417,60,9,13
Festival Delight,1/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7034,1.7%,118,37,4399,17,5120,46,40,3
Festival Delight,1/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5853,1.7%,102,45,4637,14,7979,73,45,27
Festival Delight,1/31/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5287,2.1%,113,46,5143,10,8925,86,36,20
Festival Delight,2/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6513,1.3%,88,9,787,7,15349,37,16,20
Festival Delight,2/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5093,1.8%,92,39,3578,7,21570,26,54,30
Festival Delight,2/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6261,2.5%,159,11,1722,7,869,47,2,17
Festival Delight,2/4/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6348,1.6%,103,38,3940,17,12982,38,40,17
Festival Delight,2/5/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7803,1.9%,145,39,5653,7,4733,42,31,17
Festival Delight,2/6/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5966,2.2%,128,34,4374,3,14267,43,20,30
Festival Delight,2/7/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5826,2.3%,135,4,504,10,8114,16,20,10
Festival Delight,2/8/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5875,1.3%,78,8,640,14,6085,68,36,10
Festival Delight,2/9/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7281,1.4%,105,43,4572,10,5139,52,40,13
Festival Delight,2/10/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5727,2.2%,124,7,928,17,15011,74,9,20
Festival Delight,2/11/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6298,1.7%,107,48,5102,14,4154,62,0,37
Festival Delight,2/12/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5867,2.1%,125,0,0,7,27182,86,11,27
Festival Delight,2/13/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6482,2.3%,148,40,5938,0,0,42,2,17
Festival Delight,2/14/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5697,2.1%,117,10,1225,14,24951,33,25,20
Festival Delight,2/15/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6172,2.6%,159,44,6970,3,5120,59,29,3
Festival Delight,2/16/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6404,1.7%,111,2,250,14,17377,37,7,23
Festival Delight,2/17/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6194,1.7%,108,28,3062,17,4347,27,22,17
Festival Delight,2/18/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4621,1.7%,79,34,2653,10,4395,23,38,17
Festival Delight,2/19/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5415,2.0%,106,26,2728,10,5892,42,7,20
Festival Delight,5/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4387,1.3%,56,7,416,7,5139,54,16,10
Festival Delight,5/4/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7301,2.5%,186,5,904,7,3477,37,22,33
Festival Delight,5/5/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4972,2.4%,118,5,616,7,22854,70,45,23
Festival Delight,5/6/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5794,2.2%,130,5,681,3,13118,81,22,23
Festival Delight,5/7/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7088,2.2%,154,46,7040,14,28264,59,2,23
Festival Delight,5/8/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6262,2.4%,147,44,6512,14,4327,28,42,30
Festival Delight,5/9/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7188,2.4%,171,43,7419,14,193,92,7,23
Festival Delight,5/10/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7278,2.3%,170,38,6416,7,4443,75,56,10
Festival Delight,5/11/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4999,2.3%,114,37,4237,3,27047,75,42,27
Festival Delight,5/12/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5712,1.6%,93,28,2642,10,4598,47,9,17
Festival Delight,5/13/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6828,2.2%,150,27,3988,10,10075,90,7,13
Festival Delight,5/14/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6652,2.6%,170,12,2037,10,18865,50,54,7
Festival Delight,5/15/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4685,2.0%,92,27,2443,10,4057,89,29,10
Festival Delight,5/16/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5142,1.7%,85,23,1980,0,0,105,7,23
Festival Delight,5/17/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6640,1.2%,79,57,4519,7,4666,70,4,17
Festival Delight,5/18/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6962,1.8%,127,35,4477,10,12239,60,33,30
Festival Delight,5/19/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7359,2.0%,146,28,4045,0,0,54,18,37
Festival Delight,5/20/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5562,1.6%,87,27,2303,10,40908,65,40,7
Festival Delight,5/21/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6155,1.6%,97,19,1880,14,29278,96,33,13
Festival Delight,5/22/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6331,2.2%,138,42,5802,7,7641,71,18,20
Festival Delight,5/23/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5678,2.2%,124,11,1347,14,32659,87,16,30
Festival Delight,5/24/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6077,1.8%,111,13,1455,7,26168,49,54,20
Festival Delight,5/25/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6621,2.1%,139,12,1663,0,0,47,38,30
Festival Delight,5/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6444,1.7%,111,33,3682,3,36513,53,42,10
Festival Delight,5/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4644,2.4%,113,42,4737,3,34755,46,36,27
Festival Delight,5/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6477,1.3%,81,34,2770,7,18054,54,33,7
Festival Delight,5/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6881,1.8%,123,40,4898,3,12982,87,20,17
Festival Delight,5/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6333,2.0%,126,57,7150,7,6085,65,40,27
Festival Delight,5/31/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4202,2.1%,89,50,4409,10,31645,39,11,33
Festival Delight,6/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5396,2.2%,118,51,6050,10,14064,93,13,23
Festival Delight,6/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7154,1.6%,113,12,1397,3,17783,41,54,17
Festival Delight,6/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5852,1.9%,114,12,1317,7,3091,85,9,13
Festival Delight,12/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6871,2.3%,158,20,3133,3,10210,84,13,37
Festival Delight,12/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6462,1.9%,123,51,6224,0,0,52,36,20
Festival Delight,12/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7447,1.5%,114,31,3485,14,5699,76,4,40
Festival Delight,12/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5395,1.5%,79,38,3002,7,13997,73,18,30
Festival Delight,12/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7129,1.7%,124,13,1623,7,25627,73,49,23
Festival Delight,12/31/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5900,2.2%,131,40,5295,17,5747,91,27,20
Festival Delight,11/17/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5275,2.4%,125,21,2675,3,4926,85,13,30
Festival Delight,11/18/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6094,2.0%,119,51,6052,17,22990,47,20,20
Festival Delight,11/19/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6523,1.9%,124,48,6003,3,8452,81,67,17
Festival Delight,11/20/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5591,1.7%,98,14,1391,0,0,79,27,10
Festival Delight,11/21/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6852,1.5%,106,44,4643,7,4926,77,38,17
Festival Delight,11/22/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6267,2.3%,147,39,5772,7,5313,77,45,30
Festival Delight,11/23/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5551,1.9%,104,21,2179,10,2125,74,7,7
Festival Delight,11/24/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6804,1.5%,99,57,5679,10,5409,52,13,30
Festival Delight,11/25/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5517,2.4%,130,28,3598,10,18527,66,54,20
Festival Delight,11/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7802,2.3%,183,46,8348,3,4540,93,29,27
Festival Delight,11/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4854,2.1%,101,33,3354,7,5023,68,54,20
Festival Delight,11/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4699,2.0%,94,21,1931,7,1352,75,38,10
Festival Delight,11/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7835,1.8%,142,21,3036,10,32726,52,18,13
Festival Delight,11/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5512,1.8%,98,46,4523,7,8587,90,45,13
Heritage Exclusive Sale,12/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3478,1.8%,63,40,2554,10,6694,74,65,37
Heritage Exclusive Sale,12/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4151,1.5%,63,28,1777,3,15214,82,4,40
Heritage Exclusive Sale,6/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5144,2.0%,102,43,4407,14,11089,76,20,30
Heritage Exclusive Sale,6/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5306,1.9%,98,9,882,14,24545,89,36,33
Heritage Exclusive Sale,6/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4370,1.5%,67,11,748,21,14605,48,76,27
Heritage Exclusive Sale,6/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3555,2.0%,71,28,1965,7,9669,54,49,13
Heritage Exclusive Sale,6/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5333,2.0%,107,52,5568,21,16634,103,22,13
Heritage Exclusive Sale,7/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6147,1.4%,83,7,593,21,4936,57,38,20
Heritage Exclusive Sale,7/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4807,1.8%,86,10,871,21,12036,62,33,10
Heritage Exclusive Sale,7/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5537,1.6%,91,37,3347,7,17716,68,4,27
Heritage Exclusive Sale,7/4/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5736,2.0%,113,25,2796,3,13591,98,22,27
Heritage Exclusive Sale,7/5/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4167,1.5%,63,26,1640,17,4057,50,4,17
Heritage Exclusive Sale,7/6/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3595,2.2%,79,26,2070,17,26776,44,29,37
Heritage Exclusive Sale,7/7/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5493,1.6%,89,27,2373,7,4463,63,31,17
Heritage Exclusive Sale,7/8/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5067,2.2%,110,22,2434,7,10278,102,13,37
Heritage Exclusive Sale,7/9/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4392,1.5%,66,16,1079,17,4463,68,27,40
Heritage Exclusive Sale,7/10/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4568,2.1%,95,17,1640,14,10819,48,31,23
Heritage Exclusive Sale,7/11/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6035,1.5%,89,22,1957,7,9602,34,45,23
Heritage Exclusive Sale,7/12/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5929,1.9%,112,52,5768,7,5815,76,56,30
Heritage Exclusive Sale,7/13/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3675,1.8%,65,19,1243,17,22787,76,56,37
Heritage Exclusive Sale,7/14/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6412,2.0%,126,18,2308,21,9263,92,62,17
Heritage Exclusive Sale,7/15/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4051,1.9%,77,15,1121,10,13591,42,18,27
Heritage Exclusive Sale,7/16/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5809,1.5%,88,47,4114,3,15619,49,18,13
Heritage Exclusive Sale,7/17/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5025,1.5%,75,33,2468,17,483,71,62,27
Heritage Exclusive Sale,7/18/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6477,2.3%,151,40,6106,7,7911,81,36,23
Heritage Exclusive Sale,7/19/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4242,2.1%,88,28,2424,17,12712,95,51,43
Heritage Exclusive Sale,7/20/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5597,1.6%,90,22,1962,17,33741,38,16,20
Heritage Exclusive Sale,7/21/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3714,1.3%,48,18,878,21,6356,65,58,40
Heritage Exclusive Sale,7/22/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4428,1.8%,78,22,1692,7,23125,57,69,40
Heritage Exclusive Sale,7/23/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6139,1.9%,116,13,1480,10,18933,66,67,40
Heritage Exclusive Sale,7/24/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5061,1.4%,72,35,2516,14,676,102,42,43
